מספר חדר,ID,קטגוריה,סוג,משפחה,קומה
P3003,2110382,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110383,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110384,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110385,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110386,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110387,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110388,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110395,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110396,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110397,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110398,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110401,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110402,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110403,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110416,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110417,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110439,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110441,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110443,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110445,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110447,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110449,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110452,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110454,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110456,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110459,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110461,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110464,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P3
P3003,2110470,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110472,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110473,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110475,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110523,Lighting Fixtures,Exit Parking,EXIT Base_Ceiling_Wall_R18,P3
P3003,2110527,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110528,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110529,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110530,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P3
P3003,2110531,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110532,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110548,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110550,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110552,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110555,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110560,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110562,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110564,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110568,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110570,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110572,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110575,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110577,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110604,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P3
P3003,2110606,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110607,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110608,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110610,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110611,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110619,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110620,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110621,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110622,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110625,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110629,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110630,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110636,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110637,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110639,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110641,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110642,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110643,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110644,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110647,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110649,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110661,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110673,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110678,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110681,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110682,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110683,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110684,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110685,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110686,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P3
P3003,2110687,Lighting Fixtures,42W 4000K,סי לד 6600,P3
P3003,2110704,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110705,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110706,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
P3003,2110710,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P3
